汉字,笔顺,名称,UCS,image_paths
簕,3 1 4 3 1 4 1 2 2 1 2 5 1 1 2 5 3,7951,07C15,"pic/noto_serif/簕.png,pic/source_han_sans/簕.png,pic/AlibabaPuHuiTi/簕.png,pic/kaiti/簕.png,pic/hanyi_senty_wen/簕.png"
簃,3 1 4 3 1 4 3 1 2 3 4 3 5 4 3 5 4,7952,07C03,"pic/noto_serif/簃.png,pic/source_han_sans/簃.png,pic/AlibabaPuHuiTi/簃.png,pic/kaiti/簃.png,pic/hanyi_senty_wen/簃.png"
簏,3 1 4 3 1 4 4 1 3 5 2 2 1 1 5 3 5,7953,07C0F,"pic/noto_serif/簏.png,pic/source_han_sans/簏.png,pic/AlibabaPuHuiTi/簏.png,pic/kaiti/簏.png,pic/hanyi_senty_wen/簏.png"
儦,3 2 4 1 3 5 2 2 1 1 5 3 5 4 4 4 4,7954,05126,"pic/noto_serif/儦.png,pic/source_han_sans/儦.png,pic/AlibabaPuHuiTi/儦.png,pic/kaiti/儦.png,pic/hanyi_senty_wen/儦.png"
魋,3 2 5 1 1 3 5 5 4 3 2 4 1 1 1 2 1,7955,09B4B,"pic/noto_serif/魋.png,pic/source_han_sans/魋.png,pic/AlibabaPuHuiTi/魋.png,pic/kaiti/魋.png,pic/hanyi_senty_wen/魋.png"
斶,3 3 1 2 2 5 2 2 1 3 5 2 5 1 2 1 4,7956,065B6,"pic/noto_serif/斶.png,pic/source_han_sans/斶.png,pic/AlibabaPuHuiTi/斶.png,pic/kaiti/斶.png,pic/hanyi_senty_wen/斶.png"
艚,3 3 5 4 1 4 1 2 5 1 2 2 1 2 5 1 1,7957,0825A,"pic/noto_serif/艚.png,pic/source_han_sans/艚.png,pic/AlibabaPuHuiTi/艚.png,pic/kaiti/艚.png,pic/hanyi_senty_wen/艚.png"
𬸪,3 4 3 1 2 3 4 2 5 1 2 1 3 5 4 5 1,7958,2CE2A,"pic/noto_serif/𬸪.png,pic/source_han_sans/𬸪.png,pic/AlibabaPuHuiTi/𬸪.png,pic/kaiti/𬸪.png,pic/hanyi_senty_wen/𬸪.png"
谿,3 4 4 3 5 5 4 1 3 4 3 4 3 4 2 5 1,7959,08C3F,"pic/noto_serif/谿.png,pic/source_han_sans/谿.png,pic/AlibabaPuHuiTi/谿.png,pic/kaiti/谿.png,pic/hanyi_senty_wen/谿.png"
䲠,3 5 2 5 1 2 1 1 1 1 1 3 4 2 5 1 1,7960,04CA0,"pic/noto_serif/䲠.png,pic/source_han_sans/䲠.png,pic/AlibabaPuHuiTi/䲠.png,pic/kaiti/䲠.png,pic/hanyi_senty_wen/䲠.png"
𬶟,3 5 2 5 1 2 1 1 1 2 5 1 2 3 4 2 2,7961,2CD9F,"pic/noto_serif/𬶟.png,pic/source_han_sans/𬶟.png,pic/AlibabaPuHuiTi/𬶟.png,pic/kaiti/𬶟.png,pic/hanyi_senty_wen/𬶟.png"
鲾,3 5 2 5 1 2 1 1 1 2 5 1 2 5 1 2 1,7962,09CBE,"pic/noto_serif/鲾.png,pic/source_han_sans/鲾.png,pic/AlibabaPuHuiTi/鲾.png,pic/kaiti/鲾.png,pic/hanyi_senty_wen/鲾.png"
𬶠,3 5 2 5 1 2 1 1 1 2 5 4 3 1 2 3 4,7963,2CDA0,"pic/noto_serif/𬶠.png,pic/source_han_sans/𬶠.png,pic/AlibabaPuHuiTi/𬶠.png,pic/kaiti/𬶠.png,pic/hanyi_senty_wen/𬶠.png"
鲿,3 5 2 5 1 2 1 1 2 4 3 4 5 1 1 5 4,7964,09CBF,"pic/noto_serif/鲿.png,pic/source_han_sans/鲿.png,pic/AlibabaPuHuiTi/鲿.png,pic/kaiti/鲿.png,pic/hanyi_senty_wen/鲿.png"
鳁,3 5 2 5 1 2 1 1 2 5 1 1 2 5 2 2 1,7965,09CC1,"pic/noto_serif/鳁.png,pic/source_han_sans/鳁.png,pic/AlibabaPuHuiTi/鳁.png,pic/kaiti/鳁.png,pic/hanyi_senty_wen/鳁.png"
鳂,3 5 2 5 1 2 1 1 2 5 1 2 1 1 5 3 4,7966,09CC2,"pic/noto_serif/鳂.png,pic/source_han_sans/鳂.png,pic/AlibabaPuHuiTi/鳂.png,pic/kaiti/鳂.png,pic/hanyi_senty_wen/鳂.png"
鳈,3 5 2 5 1 2 1 1 3 2 5 1 1 2 5 3 4,7967,09CC8,"pic/noto_serif/鳈.png,pic/source_han_sans/鳈.png,pic/AlibabaPuHuiTi/鳈.png,pic/kaiti/鳈.png,pic/hanyi_senty_wen/鳈.png"
鳉,3 5 2 5 1 2 1 1 4 1 2 3 5 4 1 2 4,7968,09CC9,"pic/noto_serif/鳉.png,pic/source_han_sans/鳉.png,pic/AlibabaPuHuiTi/鳉.png,pic/kaiti/鳉.png,pic/hanyi_senty_wen/鳉.png"
獯,3 5 3 3 1 2 5 4 3 1 2 1 1 4 4 4 4,7969,0736F,"pic/noto_serif/獯.png,pic/source_han_sans/獯.png,pic/AlibabaPuHuiTi/獯.png,pic/kaiti/獯.png,pic/hanyi_senty_wen/獯.png"
䗪,4 1 3 1 2 2 1 4 4 4 4 2 5 1 2 1 4,7970,045EA,"pic/noto_serif/䗪.png,pic/source_han_sans/䗪.png,pic/AlibabaPuHuiTi/䗪.png,pic/kaiti/䗪.png,pic/hanyi_senty_wen/䗪.png"
馘,4 3 1 3 2 5 1 1 1 1 2 5 1 1 5 3 4,7971,09998,"pic/noto_serif/馘.png,pic/source_han_sans/馘.png,pic/AlibabaPuHuiTi/馘.png,pic/kaiti/馘.png,pic/hanyi_senty_wen/馘.png"
襕,4 5 2 3 4 4 2 5 1 2 5 4 3 1 2 3 4,7972,08955,"pic/noto_serif/襕.png,pic/source_han_sans/襕.png,pic/AlibabaPuHuiTi/襕.png,pic/kaiti/襕.png,pic/hanyi_senty_wen/襕.png"
襚,4 5 2 3 4 4 3 1 3 5 3 3 3 4 4 5 4,7973,0895A,"pic/noto_serif/襚.png,pic/source_han_sans/襚.png,pic/AlibabaPuHuiTi/襚.png,pic/kaiti/襚.png,pic/hanyi_senty_wen/襚.png"
𬶨,5 1 1 5 4 1 5 3 5 3 5 2 5 1 2 1 1,7974,2CDA8,"pic/noto_serif/𬶨.png,pic/source_han_sans/𬶨.png,pic/AlibabaPuHuiTi/𬶨.png,pic/kaiti/𬶨.png,pic/hanyi_senty_wen/𬶨.png"
螱,5 1 3 1 1 2 3 4 1 2 4 2 5 1 2 1 4,7975,087B1,"pic/noto_serif/螱.png,pic/source_han_sans/螱.png,pic/AlibabaPuHuiTi/螱.png,pic/kaiti/螱.png,pic/hanyi_senty_wen/螱.png"
甓,5 1 3 2 5 1 4 1 4 3 1 1 2 1 5 5 4,7976,07513,"pic/noto_serif/甓.png,pic/source_han_sans/甓.png,pic/AlibabaPuHuiTi/甓.png,pic/kaiti/甓.png,pic/hanyi_senty_wen/甓.png"
嬬,5 3 1 1 4 5 2 4 4 4 4 1 3 2 5 2 2,7977,05B2C,"pic/noto_serif/嬬.png,pic/source_han_sans/嬬.png,pic/AlibabaPuHuiTi/嬬.png,pic/kaiti/嬬.png,pic/hanyi_senty_wen/嬬.png"
嬥,5 3 1 5 4 1 5 4 1 3 2 4 1 1 1 2 1,7978,05B25,"pic/noto_serif/嬥.png,pic/source_han_sans/嬥.png,pic/AlibabaPuHuiTi/嬥.png,pic/kaiti/嬥.png,pic/hanyi_senty_wen/嬥.png"
𦈡,5 5 1 1 4 5 2 4 4 4 4 1 3 2 5 2 2,7979,26221,"pic/noto_serif/𦈡.png,pic/source_han_sans/𦈡.png,pic/AlibabaPuHuiTi/𦈡.png,pic/kaiti/𦈡.png,pic/hanyi_senty_wen/𦈡.png"
𫄸,5 5 1 3 1 2 5 4 3 1 2 1 1 4 4 4 4,7980,2B138,"pic/noto_serif/𫄸.png,pic/source_han_sans/𫄸.png,pic/AlibabaPuHuiTi/𫄸.png,pic/kaiti/𫄸.png,pic/hanyi_senty_wen/𫄸.png"
瓀,1 1 2 1 1 4 5 2 4 4 4 4 1 3 2 5 2 2,7981,074C0,"pic/noto_serif/瓀.png,pic/source_han_sans/瓀.png,pic/AlibabaPuHuiTi/瓀.png,pic/kaiti/瓀.png,pic/hanyi_senty_wen/瓀.png"
釐,1 1 2 3 4 3 1 3 4 1 3 2 5 1 1 2 1 1,7982,091D0,"pic/noto_serif/釐.png,pic/source_han_sans/釐.png,pic/AlibabaPuHuiTi/釐.png,pic/kaiti/釐.png,pic/hanyi_senty_wen/釐.png"
鬶,1 1 3 4 2 5 3 5 1 2 5 1 2 5 4 3 1 2,7983,09B36,"pic/noto_serif/鬶.png,pic/source_han_sans/鬶.png,pic/AlibabaPuHuiTi/鬶.png,pic/kaiti/鬶.png,pic/hanyi_senty_wen/鬶.png"
爇,1 2 2 1 2 1 3 4 1 2 1 3 5 4 4 4 4 4,7984,07207,"pic/noto_serif/爇.png,pic/source_han_sans/爇.png,pic/AlibabaPuHuiTi/爇.png,pic/kaiti/爇.png,pic/hanyi_senty_wen/爇.png"
鞳,1 2 2 1 2 5 1 1 2 1 2 2 3 4 1 2 5 1,7985,097B3,"pic/noto_serif/鞳.png,pic/source_han_sans/鞳.png,pic/AlibabaPuHuiTi/鞳.png,pic/kaiti/鞳.png,pic/hanyi_senty_wen/鞳.png"
鞮,1 2 2 1 2 5 1 1 2 2 5 1 1 1 2 1 3 4,7986,097AE,"pic/noto_serif/鞮.png,pic/source_han_sans/鞮.png,pic/AlibabaPuHuiTi/鞮.png,pic/kaiti/鞮.png,pic/hanyi_senty_wen/鞮.png"
𬟁,1 2 2 1 2 5 1 2 5 4 3 1 2 3 5 4 5 1,7987,2C7C1,"pic/noto_serif/𬟁.png,pic/source_han_sans/𬟁.png,pic/AlibabaPuHuiTi/𬟁.png,pic/kaiti/𬟁.png,pic/hanyi_senty_wen/𬟁.png"
藟,1 2 2 2 5 1 2 1 2 5 1 2 1 2 5 1 2 1,7988,085DF,"pic/noto_serif/藟.png,pic/source_han_sans/藟.png,pic/AlibabaPuHuiTi/藟.png,pic/kaiti/藟.png,pic/hanyi_senty_wen/藟.png"
藦,1 2 2 4 1 3 1 2 3 4 1 2 3 4 3 1 1 2,7989,085E6,"pic/noto_serif/藦.png,pic/source_han_sans/藦.png,pic/AlibabaPuHuiTi/藦.png,pic/kaiti/藦.png,pic/hanyi_senty_wen/藦.png"
藨,1 2 2 4 1 3 5 2 2 1 1 5 3 5 4 4 4 4,7990,085E8,"pic/noto_serif/藨.png,pic/source_han_sans/藨.png,pic/AlibabaPuHuiTi/藨.png,pic/kaiti/藨.png,pic/hanyi_senty_wen/藨.png"
鹲,1 2 2 4 5 1 1 3 5 3 3 3 4 3 5 4 5 1,7991,09E72,"pic/noto_serif/鹲.png,pic/source_han_sans/鹲.png,pic/AlibabaPuHuiTi/鹲.png,pic/kaiti/鹲.png,pic/hanyi_senty_wen/鹲.png"
檫,1 2 3 4 4 4 5 3 5 4 4 5 4 1 1 2 3 4,7992,06AAB,"pic/noto_serif/檫.png,pic/source_han_sans/檫.png,pic/AlibabaPuHuiTi/檫.png,pic/kaiti/檫.png,pic/hanyi_senty_wen/檫.png"
黡,1 3 1 3 4 4 2 5 4 3 1 2 1 1 4 4 4 4,7993,09EE1,"pic/noto_serif/黡.png,pic/source_han_sans/黡.png,pic/AlibabaPuHuiTi/黡.png,pic/kaiti/黡.png,pic/hanyi_senty_wen/黡.png"
礞,1 3 2 5 1 1 2 2 4 5 1 1 3 5 3 3 3 4,7994,0791E,"pic/noto_serif/礞.png,pic/source_han_sans/礞.png,pic/AlibabaPuHuiTi/礞.png,pic/kaiti/礞.png,pic/hanyi_senty_wen/礞.png"
礌,1 3 2 5 1 1 4 5 2 4 4 4 4 2 5 1 2 1,7995,0790C,"pic/noto_serif/礌.png,pic/source_han_sans/礌.png,pic/AlibabaPuHuiTi/礌.png,pic/kaiti/礌.png,pic/hanyi_senty_wen/礌.png"
𥖨,1 3 2 5 1 2 5 1 2 5 1 2 5 1 1 2 3 4,7996,255A8,"pic/noto_serif/𥖨.png,pic/source_han_sans/𥖨.png,pic/AlibabaPuHuiTi/𥖨.png,pic/kaiti/𥖨.png,pic/hanyi_senty_wen/𥖨.png"
蹢,2 5 1 2 1 2 1 4 1 4 3 2 5 1 2 2 5 1,7997,08E62,"pic/noto_serif/蹢.png,pic/source_han_sans/蹢.png,pic/AlibabaPuHuiTi/蹢.png,pic/kaiti/蹢.png,pic/hanyi_senty_wen/蹢.png"
蹜,2 5 1 2 1 2 1 4 4 5 3 2 1 3 2 5 1 1,7998,08E5C,"pic/noto_serif/蹜.png,pic/source_han_sans/蹜.png,pic/AlibabaPuHuiTi/蹜.png,pic/kaiti/蹜.png,pic/hanyi_senty_wen/蹜.png"
蟫,2 5 1 2 1 4 1 2 5 2 2 1 2 5 1 1 1 2,7999,087EB,"pic/noto_serif/蟫.png,pic/source_han_sans/蟫.png,pic/AlibabaPuHuiTi/蟫.png,pic/kaiti/蟫.png,pic/hanyi_senty_wen/蟫.png"
䗴,2 5 1 2 1 4 3 1 4 3 1 4 3 1 2 1 5 4,8000,045F4,"pic/noto_serif/䗴.png,pic/source_han_sans/䗴.png,pic/AlibabaPuHuiTi/䗴.png,pic/kaiti/䗴.png,pic/hanyi_senty_wen/䗴.png"
嚚,2 5 1 2 5 1 1 2 5 1 2 5 2 5 1 2 5 1,8001,0569A,"pic/noto_serif/嚚.png,pic/source_han_sans/嚚.png,pic/AlibabaPuHuiTi/嚚.png,pic/kaiti/嚚.png,pic/hanyi_senty_wen/嚚.png"
髃,2 5 5 4 5 2 5 1 1 2 5 1 1 2 5 2 1 4,8002,09AC3,"pic/noto_serif/髃.png,pic/source_han_sans/髃.png,pic/AlibabaPuHuiTi/髃.png,pic/kaiti/髃.png,pic/hanyi_senty_wen/髃.png"
镮,3 1 1 1 5 2 5 2 2 1 1 2 5 1 3 5 3 4,8003,0956E,"pic/noto_serif/镮.png,pic/source_han_sans/镮.png,pic/AlibabaPuHuiTi/镮.png,pic/kaiti/镮.png,pic/hanyi_senty_wen/镮.png"
镱,3 1 1 1 5 4 1 4 3 1 2 5 1 1 4 5 4 4,8004,09571,"pic/noto_serif/镱.png,pic/source_han_sans/镱.png,pic/AlibabaPuHuiTi/镱.png,pic/kaiti/镱.png,pic/hanyi_senty_wen/镱.png"
酂,3 1 2 1 3 5 3 1 2 1 3 5 2 5 3 4 5 2,8005,09142,"pic/noto_serif/酂.png,pic/source_han_sans/酂.png,pic/AlibabaPuHuiTi/酂.png,pic/kaiti/酂.png,pic/hanyi_senty_wen/酂.png"
馧,3 1 2 3 4 2 5 1 1 2 5 1 1 2 5 2 2 1,8006,099A7,"pic/noto_serif/馧.png,pic/source_han_sans/馧.png,pic/AlibabaPuHuiTi/馧.png,pic/kaiti/馧.png,pic/hanyi_senty_wen/馧.png"
簠,3 1 4 3 1 4 1 2 5 1 1 2 4 2 5 2 2 1,8007,07C20,"pic/noto_serif/簠.png,pic/source_han_sans/簠.png,pic/AlibabaPuHuiTi/簠.png,pic/kaiti/簠.png,pic/hanyi_senty_wen/簠.png"
簝,3 1 4 3 1 4 1 3 4 4 3 2 5 1 1 2 3 4,8008,07C1D,"pic/noto_serif/簝.png,pic/source_han_sans/簝.png,pic/AlibabaPuHuiTi/簝.png,pic/kaiti/簝.png,pic/hanyi_senty_wen/簝.png"
簰,3 1 4 3 1 4 3 2 1 5 3 2 5 1 1 3 1 2,8009,07C30,"pic/noto_serif/簰.png,pic/source_han_sans/簰.png,pic/AlibabaPuHuiTi/簰.png,pic/kaiti/簰.png,pic/hanyi_senty_wen/簰.png"
鼫,3 2 1 5 1 1 5 4 4 5 4 4 5 1 3 2 5 1,8010,09F2B,"pic/noto_serif/鼫.png,pic/source_han_sans/鼫.png,pic/AlibabaPuHuiTi/鼫.png,pic/kaiti/鼫.png,pic/hanyi_senty_wen/鼫.png"
鼩,3 2 1 5 1 1 5 4 4 5 4 4 5 3 5 2 5 1,8011,09F29,"pic/noto_serif/鼩.png,pic/source_han_sans/鼩.png,pic/AlibabaPuHuiTi/鼩.png,pic/kaiti/鼩.png,pic/hanyi_senty_wen/鼩.png"
皦,3 2 5 1 1 3 2 5 1 1 4 1 5 3 3 1 3 4,8012,076A6,"pic/noto_serif/皦.png,pic/source_han_sans/皦.png,pic/AlibabaPuHuiTi/皦.png,pic/kaiti/皦.png,pic/hanyi_senty_wen/皦.png"
臑,3 5 1 1 1 4 5 2 4 4 4 4 1 3 2 5 2 2,8013,081D1,"pic/noto_serif/臑.png,pic/source_han_sans/臑.png,pic/AlibabaPuHuiTi/臑.png,pic/kaiti/臑.png,pic/hanyi_senty_wen/臑.png"
䲢,3 5 1 1 4 3 1 1 3 4 3 5 2 5 1 2 1 1,8014,04CA2,"pic/noto_serif/䲢.png,pic/source_han_sans/䲢.png,pic/AlibabaPuHuiTi/䲢.png,pic/kaiti/䲢.png,pic/hanyi_senty_wen/䲢.png"
鳑,3 5 2 5 1 2 1 1 4 1 4 3 4 5 4 1 5 3,8015,09CD1,"pic/noto_serif/鳑.png,pic/source_han_sans/鳑.png,pic/AlibabaPuHuiTi/鳑.png,pic/kaiti/鳑.png,pic/hanyi_senty_wen/鳑.png"
鳒,3 5 2 5 1 2 1 1 4 3 1 5 1 1 2 2 3 4,8016,09CD2,"pic/noto_serif/鳒.png,pic/source_han_sans/鳒.png,pic/AlibabaPuHuiTi/鳒.png,pic/kaiti/鳒.png,pic/hanyi_senty_wen/鳒.png"
鹱,3 5 4 5 1 1 2 2 3 2 4 1 1 1 2 1 5 4,8017,09E71,"pic/noto_serif/鹱.png,pic/source_han_sans/鹱.png,pic/AlibabaPuHuiTi/鹱.png,pic/kaiti/鹱.png,pic/hanyi_senty_wen/鹱.png"
鹯,4 1 2 5 2 5 1 1 2 5 1 1 1 3 5 4 5 1,8018,09E6F,"pic/noto_serif/鹯.png,pic/source_han_sans/鹯.png,pic/AlibabaPuHuiTi/鹯.png,pic/kaiti/鹯.png,pic/hanyi_senty_wen/鹯.png"
癗,4 1 3 4 1 1 4 5 2 4 4 4 4 2 5 1 2 1,8019,07657,"pic/noto_serif/癗.png,pic/source_han_sans/癗.png,pic/AlibabaPuHuiTi/癗.png,pic/kaiti/癗.png,pic/hanyi_senty_wen/癗.png"
𦒍,4 1 4 3 1 2 5 1 1 2 1 1 5 4 1 5 4 1,8020,2648D,"pic/noto_serif/𦒍.png,pic/source_han_sans/𦒍.png,pic/AlibabaPuHuiTi/𦒍.png,pic/kaiti/𦒍.png,pic/hanyi_senty_wen/𦒍.png"
旞,4 1 5 3 3 1 4 3 1 3 5 3 3 3 4 4 5 4,8021,065DE,"pic/noto_serif/旞.png,pic/source_han_sans/旞.png,pic/AlibabaPuHuiTi/旞.png,pic/kaiti/旞.png,pic/hanyi_senty_wen/旞.png"
翷,4 3 1 2 3 4 3 5 4 1 5 2 5 4 1 5 4 1,8022,07FF7,"pic/noto_serif/翷.png,pic/source_han_sans/翷.png,pic/AlibabaPuHuiTi/翷.png,pic/kaiti/翷.png,pic/hanyi_senty_wen/翷.png"
冁,4 3 2 5 1 1 1 2 5 1 3 1 2 2 1 5 3 4,8023,05181,"pic/noto_serif/冁.png,pic/source_han_sans/冁.png,pic/AlibabaPuHuiTi/冁.png,pic/kaiti/冁.png,pic/hanyi_senty_wen/冁.png"
䎖,4 3 2 5 2 4 3 1 2 5 1 1 5 4 1 5 4 1,8024,04396,"pic/noto_serif/䎖.png,pic/source_han_sans/䎖.png,pic/AlibabaPuHuiTi/䎖.png,pic/kaiti/䎖.png,pic/hanyi_senty_wen/䎖.png"
瀔,4 4 1 1 2 1 4 5 1 3 1 2 3 4 3 5 5 4,8025,07014,"pic/noto_serif/瀔.png,pic/source_han_sans/瀔.png,pic/AlibabaPuHuiTi/瀔.png,pic/kaiti/瀔.png,pic/hanyi_senty_wen/瀔.png"
瀍,4 4 1 4 1 3 2 5 1 1 2 1 1 3 4 1 2 1,8026,0700D,"pic/noto_serif/瀍.png,pic/source_han_sans/瀍.png,pic/AlibabaPuHuiTi/瀍.png,pic/kaiti/瀍.png,pic/hanyi_senty_wen/瀍.png"
瀌,4 4 1 4 1 3 5 2 2 1 1 5 3 5 4 4 4 4,8027,0700C,"pic/noto_serif/瀌.png,pic/source_han_sans/瀌.png,pic/AlibabaPuHuiTi/瀌.png,pic/kaiti/瀌.png,pic/hanyi_senty_wen/瀌.png"
襜,4 5 2 3 4 3 5 1 3 3 4 4 1 1 1 2 5 1,8028,0895C,"pic/noto_serif/襜.png,pic/source_han_sans/襜.png,pic/AlibabaPuHuiTi/襜.png,pic/kaiti/襜.png,pic/hanyi_senty_wen/襜.png"
䴙,5 1 3 2 5 1 4 1 4 3 1 1 2 3 5 4 5 1,8029,04D19,"pic/noto_serif/䴙.png,pic/source_han_sans/䴙.png,pic/AlibabaPuHuiTi/䴙.png,pic/kaiti/䴙.png,pic/hanyi_senty_wen/䴙.png"
𬙊,5 5 1 2 5 4 3 1 2 1 1 4 4 4 4 1 2 1,8030,2C64A,"pic/noto_serif/𬙊.png,pic/source_han_sans/𬙊.png,pic/AlibabaPuHuiTi/𬙊.png,pic/kaiti/𬙊.png,pic/hanyi_senty_wen/𬙊.png"
嚭,1 2 1 2 5 1 4 3 1 2 5 1 1 3 2 4 2 5 1,8031,056AD,"pic/noto_serif/嚭.png,pic/source_han_sans/嚭.png,pic/AlibabaPuHuiTi/嚭.png,pic/kaiti/嚭.png,pic/hanyi_senty_wen/嚭.png"
㰀,1 2 3 4 3 1 2 3 4 3 5 3 3 4 2 4 1 3 4,8032,03C00,"pic/noto_serif/㰀.png,pic/source_han_sans/㰀.png,pic/AlibabaPuHuiTi/㰀.png,pic/kaiti/㰀.png,pic/hanyi_senty_wen/㰀.png"
鬷,1 2 5 1 2 5 4 3 1 2 3 4 5 2 3 4 3 5 4,8033,09B37,"pic/noto_serif/鬷.png,pic/source_han_sans/鬷.png,pic/AlibabaPuHuiTi/鬷.png,pic/kaiti/鬷.png,pic/hanyi_senty_wen/鬷.png"
醭,1 2 5 3 5 1 1 2 2 4 3 1 4 3 1 1 1 3 4,8034,091AD,"pic/noto_serif/醭.png,pic/source_han_sans/醭.png,pic/AlibabaPuHuiTi/醭.png,pic/kaiti/醭.png,pic/hanyi_senty_wen/醭.png"
蹯,2 5 1 2 1 2 1 3 4 3 1 2 3 4 2 5 1 2 1,8035,08E6F,"pic/noto_serif/蹯.png,pic/source_han_sans/蹯.png,pic/AlibabaPuHuiTi/蹯.png,pic/kaiti/蹯.png,pic/hanyi_senty_wen/蹯.png"
蠋,2 5 1 2 1 4 2 5 2 2 1 3 5 2 5 1 2 1 4,8036,0880B,"pic/noto_serif/蠋.png,pic/source_han_sans/蠋.png,pic/AlibabaPuHuiTi/蠋.png,pic/kaiti/蠋.png,pic/hanyi_senty_wen/蠋.png"
翾,2 5 2 2 1 1 2 5 1 3 5 3 4 5 4 1 5 4 1,8037,07FFE,"pic/noto_serif/翾.png,pic/source_han_sans/翾.png,pic/AlibabaPuHuiTi/翾.png,pic/kaiti/翾.png,pic/hanyi_senty_wen/翾.png"
鳘,3 1 5 5 4 1 4 3 1 3 4 3 5 2 5 1 2 1 1,8038,09CD8,"pic/noto_serif/鳘.png,pic/source_han_sans/鳘.png,pic/AlibabaPuHuiTi/鳘.png,pic/kaiti/鳘.png,pic/hanyi_senty_wen/鳘.png"
儳,3 2 3 5 2 5 1 1 5 3 5 3 5 2 5 1 3 5 4,8039,05133,"pic/noto_serif/儳.png,pic/source_han_sans/儳.png,pic/AlibabaPuHuiTi/儳.png,pic/kaiti/儳.png,pic/hanyi_senty_wen/儳.png"
儴,3 2 4 1 2 5 1 2 5 1 1 1 2 2 1 3 5 3 4,8040,05134,"pic/noto_serif/儴.png,pic/source_han_sans/儴.png,pic/AlibabaPuHuiTi/儴.png,pic/kaiti/儴.png,pic/hanyi_senty_wen/儴.png"
鼗,3 4 1 5 3 4 1 2 1 2 5 1 4 3 1 1 2 5 4,8041,09F17,"pic/noto_serif/鼗.png,pic/source_han_sans/鼗.png,pic/AlibabaPuHuiTi/鼗.png,pic/kaiti/鼗.png,pic/hanyi_senty_wen/鼗.png"
𬶭,3 5 2 5 1 2 1 1 3 5 4 4 5 4 1 1 2 3 4,8042,2CDAD,"pic/noto_serif/𬶭.png,pic/source_han_sans/𬶭.png,pic/AlibabaPuHuiTi/𬶭.png,pic/kaiti/𬶭.png,pic/hanyi_senty_wen/𬶭.png"
𩾌,3 5 2 5 1 2 1 1 4 1 3 5 1 1 2 4 1 3 4,8043,29F8C,"pic/noto_serif/𩾌.png,pic/source_han_sans/𩾌.png,pic/AlibabaPuHuiTi/𩾌.png,pic/kaiti/𩾌.png,pic/hanyi_senty_wen/𩾌.png"
鳚,3 5 2 5 1 2 1 1 5 1 3 1 1 2 3 4 1 2 4,8044,09CDA,"pic/noto_serif/鳚.png,pic/source_han_sans/鳚.png,pic/AlibabaPuHuiTi/鳚.png,pic/kaiti/鳚.png,pic/hanyi_senty_wen/鳚.png"
鳛,3 5 2 5 1 2 1 1 5 4 1 5 4 1 3 2 5 1 1,8045,09CDB,"pic/noto_serif/鳛.png,pic/source_han_sans/鳛.png,pic/AlibabaPuHuiTi/鳛.png,pic/kaiti/鳛.png,pic/hanyi_senty_wen/鳛.png"
麑,4 1 3 5 2 2 1 1 5 3 5 3 2 1 5 1 1 3 5,8046,09E91,"pic/noto_serif/麑.png,pic/source_han_sans/麑.png,pic/AlibabaPuHuiTi/麑.png,pic/kaiti/麑.png,pic/hanyi_senty_wen/麑.png"
麖,4 1 3 5 2 2 1 1 5 3 5 4 1 2 5 1 2 3 4,8047,09E96,"pic/noto_serif/麖.png,pic/source_han_sans/麖.png,pic/AlibabaPuHuiTi/麖.png,pic/kaiti/麖.png,pic/hanyi_senty_wen/麖.png"
蠃,4 1 5 2 5 1 3 5 1 1 2 5 1 2 1 4 3 5 4,8048,08803,"pic/noto_serif/蠃.png,pic/source_han_sans/蠃.png,pic/AlibabaPuHuiTi/蠃.png,pic/kaiti/蠃.png,pic/hanyi_senty_wen/蠃.png"
彟,5 1 1 1 2 4 1 2 2 3 2 4 1 1 1 2 1 5 4,8049,05F5F,"pic/noto_serif/彟.png,pic/source_han_sans/彟.png,pic/AlibabaPuHuiTi/彟.png,pic/kaiti/彟.png,pic/hanyi_senty_wen/彟.png"
嬿,5 3 1 1 2 2 1 2 5 1 2 1 1 3 5 4 4 4 4,8050,05B3F,"pic/noto_serif/嬿.png,pic/source_han_sans/嬿.png,pic/AlibabaPuHuiTi/嬿.png,pic/kaiti/嬿.png,pic/hanyi_senty_wen/嬿.png"
鬒,1 2 1 1 1 5 4 3 3 3 1 2 2 5 1 1 1 1 3 4,8051,09B12,"pic/noto_serif/鬒.png,pic/source_han_sans/鬒.png,pic/AlibabaPuHuiTi/鬒.png,pic/kaiti/鬒.png,pic/hanyi_senty_wen/鬒.png"
蘘,1 2 2 4 1 2 5 1 2 5 1 1 1 2 2 1 3 5 3 4,8052,08618,"pic/noto_serif/蘘.png,pic/source_han_sans/蘘.png,pic/AlibabaPuHuiTi/蘘.png,pic/kaiti/蘘.png,pic/hanyi_senty_wen/蘘.png"
欂,1 2 3 4 1 2 2 4 4 1 1 2 5 1 1 2 4 1 2 4,8053,06B02,"pic/noto_serif/欂.png,pic/source_han_sans/欂.png,pic/AlibabaPuHuiTi/欂.png,pic/kaiti/欂.png,pic/hanyi_senty_wen/欂.png"
醵,1 2 5 3 5 1 1 2 1 5 3 1 5 1 3 5 3 3 3 4,8054,091B5,"pic/noto_serif/醵.png,pic/source_han_sans/醵.png,pic/AlibabaPuHuiTi/醵.png,pic/kaiti/醵.png,pic/hanyi_senty_wen/醵.png"
